route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
1,632001_000,86,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632001_000,263,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632001_000,292,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632001_000,466,"Lido S.M.E. ""D""",,0,100019,1001_0_1,
1,632001_000,758,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632001_000,797,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632002_000,2100,"Lido S.M.E. ""D""",,0,100001,1001_0_1,
1,632002_000,2147,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632002_000,2152,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632002_000,2275,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632002_000,2393,"Lido S.M.E. ""D""",,0,100022,1001_0_1,
1,632002_000,2430,"Lido S.M.E. ""D""",,0,100024,1001_0_1,
1,632002_000,2491,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632002_000,2495,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632003_000,3698,"Lido S.M.E. ""D""",,0,100001,1001_0_1,
1,632003_000,3745,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632003_000,3750,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632003_000,3873,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632003_000,3991,"Lido S.M.E. ""D""",,0,100022,1001_0_1,
1,632003_000,4028,"Lido S.M.E. ""D""",,0,100024,1001_0_1,
1,632003_000,4089,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632003_000,4093,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632004_000,5165,"Lido S.M.E. ""D""",,0,100001,1001_0_1,
1,632004_000,5212,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632004_000,5217,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632004_000,5340,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632004_000,5458,"Lido S.M.E. ""D""",,0,100022,1001_0_1,
1,632004_000,5495,"Lido S.M.E. ""D""",,0,100024,1001_0_1,
1,632004_000,5556,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632004_000,5560,"Lido S.M.E. ""D""",,0,100027,1001_0_1,
1,632005_000,6847,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632005_000,7024,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632005_000,7053,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632005_000,7227,"Lido S.M.E. ""D""",,0,100019,1001_0_1,
1,632005_000,7519,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632005_000,7558,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632006_000,8935,"Lido S.M.E. ""D""",,0,100003,1001_0_1,
1,632006_000,9112,"Lido S.M.E. ""D""",,0,100009,1001_0_1,
1,632006_000,9141,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632006_000,9315,"Lido S.M.E. ""D""",,0,100019,1001_0_1,
1,632006_000,9607,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632006_000,9646,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632007_000,10999,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632007_000,11059,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632007_000,11091,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632007_000,11229,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632007_000,11684,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632007_000,11722,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632008_000,13210,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632008_000,13270,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632008_000,13302,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632008_000,13440,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632008_000,13892,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632008_000,13930,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632009_000,15375,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632009_000,15435,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632009_000,15467,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632009_000,15605,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632009_000,16074,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632009_000,16112,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632010_000,17627,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632010_000,17687,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632010_000,17719,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632010_000,17857,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632010_000,18326,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632010_000,18364,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632011_000,19869,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632011_000,19929,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632011_000,19961,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632011_000,20099,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632011_000,20565,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632011_000,20603,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632012_000,22110,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632012_000,22170,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632012_000,22202,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632012_000,22340,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632012_000,22806,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632012_000,22844,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632013_000,24359,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632013_000,24419,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632013_000,24451,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632013_000,24589,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632013_000,25041,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632013_000,25079,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632014_000,26567,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632014_000,26627,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632014_000,26659,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632014_000,26797,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632014_000,27249,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632014_000,27287,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632015_000,28732,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632015_000,28792,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632015_000,28824,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632015_000,28962,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632015_000,29428,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632015_000,29466,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632016_000,30971,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632016_000,31031,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632016_000,31063,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632016_000,31201,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632016_000,31670,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632016_000,31708,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632017_000,33215,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632017_000,33275,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632017_000,33307,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632017_000,33445,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632017_000,33914,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632017_000,33952,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632018_000,35467,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632018_000,35527,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632018_000,35559,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632018_000,35697,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632018_000,36166,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632018_000,36204,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632019_000,37771,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632019_000,37831,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632019_000,37863,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632019_000,38001,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632019_000,38453,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632019_000,38491,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632020_000,39988,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632020_000,40048,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632020_000,40080,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632020_000,40218,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632020_000,40687,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632020_000,40725,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632021_000,42292,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632021_000,42352,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632021_000,42384,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632021_000,42522,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632021_000,42991,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632021_000,43029,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632022_000,44586,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632022_000,44646,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632022_000,44678,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632022_000,44816,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632022_000,45285,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632022_000,45323,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632023_000,46882,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632023_000,46942,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632023_000,46974,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632023_000,47112,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632023_000,47564,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632023_000,47602,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632024_000,49142,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632024_000,49202,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632024_000,49234,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632024_000,49372,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632024_000,49841,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632024_000,49879,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
1,632025_000,51438,"Lido S.M.E. ""D""",,0,100002,1001_0_1,
1,632025_000,51498,"Lido S.M.E. ""D""",,0,100004,1001_0_1,
1,632025_000,51530,"Lido S.M.E. ""D""",,0,100005,1001_0_1,
1,632025_000,51668,"Lido S.M.E. ""D""",,0,100010,1001_0_1,
1,632025_000,52123,"Lido S.M.E. ""D""",,0,100091,1001_0_1,
1,632025_000,52161,"Lido S.M.E. ""D""",,0,100095,1001_0_1,
2,632001_000,141,"Lido S.M.E. ""D""",,0,100005,1001_0_2,
2,632001_000,171,"Lido S.M.E. ""D""",,0,100006,1001_0_2,
2,632001_000,197,"Lido S.M.E. ""D""",,0,100007,1001_0_2,
2,632001_000,226,"Lido S.M.E. ""D""",,0,100008,1001_0_2,
2,632001_000,395,"Lido S.M.E. ""D""",,0,100016,1001_0_2,
2,632001_000,418,"Lido S.M.E. ""D""",,0,100017,1001_0_2,
2,632001_000,616,"Lido S.M.E. ""D""",,0,100025,1001_0_2,
2,632005_000,6902,"Lido S.M.E. ""D""",,0,100005,1001_0_2,
2,632005_000,6932,"Lido S.M.E. ""D""",,0,100006,1001_0_2,
2,632005_000,6958,"Lido S.M.E. ""D""",,0,100007,1001_0_2,
2,632005_000,6987,"Lido S.M.E. ""D""",,0,100008,1001_0_2,
2,632005_000,7156,"Lido S.M.E. ""D""",,0,100016,1001_0_2,
2,632005_000,7179,"Lido S.M.E. ""D""",,0,100017,1001_0_2,
2,632005_000,7377,"Lido S.M.E. ""D""",,0,100025,1001_0_2,
2,632006_000,8990,"Lido S.M.E. ""D""",,0,100005,1001_0_2,
2,632006_000,9020,"Lido S.M.E. ""D""",,0,100006,1001_0_2,
2,632006_000,9046,"Lido S.M.E. ""D""",,0,100007,1001_0_2,
2,632006_000,9075,"Lido S.M.E. ""D""",,0,100008,1001_0_2,
2,632006_000,9244,"Lido S.M.E. ""D""",,0,100016,1001_0_2,
2,632006_000,9267,"Lido S.M.E. ""D""",,0,100017,1001_0_2,
2,632006_000,9465,"Lido S.M.E. ""D""",,0,100025,1001_0_2,
2,632007_000,10969,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632007_000,11225,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632007_000,11256,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632008_000,13180,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632008_000,13436,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632008_000,13467,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632009_000,15345,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632009_000,15601,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632009_000,15632,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632010_000,17597,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632010_000,17853,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632010_000,17884,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632011_000,19839,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632011_000,20095,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632011_000,20126,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632012_000,22080,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632012_000,22336,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632012_000,22367,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632013_000,24329,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632013_000,24585,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632013_000,24616,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632014_000,26537,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632014_000,26793,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632014_000,26824,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632015_000,28702,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632015_000,28958,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632015_000,28989,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632016_000,30941,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632016_000,31197,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632016_000,31228,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632017_000,33185,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632017_000,33441,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632017_000,33472,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632018_000,35437,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632018_000,35693,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632018_000,35724,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632019_000,37741,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632019_000,37997,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632019_000,38028,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632020_000,39958,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632020_000,40214,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632020_000,40245,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632021_000,42262,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632021_000,42518,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632021_000,42549,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632022_000,44556,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632022_000,44812,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632022_000,44843,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632023_000,46852,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632023_000,47108,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632023_000,47139,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632024_000,49112,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632024_000,49368,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632024_000,49399,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
2,632025_000,51408,"Lido S.M.E. ""D""",,0,100001,1001_0_2,
2,632025_000,51664,"Lido S.M.E. ""D""",,0,100010,1001_0_2,
2,632025_000,51695,"Lido S.M.E. ""D""",,0,100011,1001_0_2,
3,632002_000,2113,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632002_000,2117,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632002_000,2139,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632002_000,2143,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632002_000,2158,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632002_000,2166,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632002_000,2180,"Lido S.M.E. ""D""",,0,100005,1001_0_3,
3,632002_000,2197,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632002_000,2205,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632002_000,2223,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632002_000,2227,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632002_000,2239,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632002_000,2249,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632002_000,2253,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632002_000,2263,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632002_000,2271,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632002_000,2284,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632002_000,2292,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632002_000,2313,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632002_000,2317,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632002_000,2325,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632002_000,2342,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632002_000,2346,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632002_000,2356,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632002_000,2366,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632002_000,2370,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632002_000,2381,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632002_000,2389,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632002_000,2399,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632002_000,2407,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632002_000,2418,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632002_000,2422,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632002_000,2441,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632002_000,2445,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632002_000,2464,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632002_000,2472,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632002_000,2483,"Lido S.M.E. ""D""",,0,100027,1001_0_3,
3,632002_000,2509,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
3,632002_000,2517,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
3,632003_000,3711,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632003_000,3715,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632003_000,3737,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632003_000,3741,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632003_000,3756,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632003_000,3764,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632003_000,3778,"Lido S.M.E. ""D""",,0,100005,1001_0_3,
3,632003_000,3795,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632003_000,3803,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632003_000,3821,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632003_000,3825,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632003_000,3837,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632003_000,3847,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632003_000,3851,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632003_000,3861,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632003_000,3869,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632003_000,3882,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632003_000,3890,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632003_000,3911,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632003_000,3915,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632003_000,3923,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632003_000,3940,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632003_000,3944,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632003_000,3954,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632003_000,3964,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632003_000,3968,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632003_000,3979,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632003_000,3987,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632003_000,3997,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632003_000,4005,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632003_000,4016,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632003_000,4020,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632003_000,4039,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632003_000,4043,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632003_000,4062,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632003_000,4070,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632003_000,4081,"Lido S.M.E. ""D""",,0,100027,1001_0_3,
3,632003_000,4107,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
3,632003_000,4115,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
3,632004_000,5178,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632004_000,5182,"Lido S.M.E. ""D""",,0,100002,1001_0_3,
3,632004_000,5204,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632004_000,5208,"Lido S.M.E. ""D""",,0,100003,1001_0_3,
3,632004_000,5223,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632004_000,5231,"Lido S.M.E. ""D""",,0,100004,1001_0_3,
3,632004_000,5245,"Lido S.M.E. ""D""",,0,100005,1001_0_3,
3,632004_000,5262,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632004_000,5270,"Lido S.M.E. ""D""",,0,100006,1001_0_3,
3,632004_000,5288,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632004_000,5292,"Lido S.M.E. ""D""",,0,100007,1001_0_3,
3,632004_000,5304,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632004_000,5314,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632004_000,5318,"Lido S.M.E. ""D""",,0,100008,1001_0_3,
3,632004_000,5328,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632004_000,5336,"Lido S.M.E. ""D""",,0,100009,1001_0_3,
3,632004_000,5349,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632004_000,5357,"Lido S.M.E. ""D""",,0,100010,1001_0_3,
3,632004_000,5378,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632004_000,5382,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632004_000,5390,"Lido S.M.E. ""D""",,0,100019,1001_0_3,
3,632004_000,5407,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632004_000,5411,"Lido S.M.E. ""D""",,0,100020,1001_0_3,
3,632004_000,5421,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632004_000,5431,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632004_000,5435,"Lido S.M.E. ""D""",,0,100021,1001_0_3,
3,632004_000,5446,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632004_000,5454,"Lido S.M.E. ""D""",,0,100022,1001_0_3,
3,632004_000,5464,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632004_000,5472,"Lido S.M.E. ""D""",,0,100023,1001_0_3,
3,632004_000,5483,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632004_000,5487,"Lido S.M.E. ""D""",,0,100024,1001_0_3,
3,632004_000,5506,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632004_000,5510,"Lido S.M.E. ""D""",,0,100025,1001_0_3,
3,632004_000,5529,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632004_000,5537,"Lido S.M.E. ""D""",,0,100026,1001_0_3,
3,632004_000,5548,"Lido S.M.E. ""D""",,0,100027,1001_0_3,
3,632004_000,5574,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
3,632004_000,5582,"Lido S.M.E. ""D""",,0,100028,1001_0_3,
4,632002_000,2121,"Lido S.M.E. ""D""",,0,100002,1001_0_4,
4,632002_000,2135,"Lido S.M.E. ""D""",,0,100003,1001_0_4,
4,632002_000,2162,"Lido S.M.E. ""D""",,0,100004,1001_0_4,
4,632002_000,2176,"Lido S.M.E. ""D""",,0,100005,1001_0_4,
4,632002_000,2184,"Lido S.M.E. ""D""",,0,100005,1001_0_4,
4,632002_000,2201,"Lido S.M.E. ""D""",,0,100006,1001_0_4,
4,632002_000,2231,"Lido S.M.E. ""D""",,0,100007,1001_0_4,
